snapped_at,price,market_cap,total_volume
2023-11-02,1846.482230513473,222024443887.90036,18025272109.67057
2023-11-03,1800.9071798806326,216775540617.1553,15441869609.99988
2023-11-04,1834.1730567056395,220418913057.4458,12992122083.558926
2023-11-05,1855.454385276214,223507407757.9744,8686638673.41189
2023-11-06,1895.9380660074169,227772620755.0978,12950158459.808771
2023-11-07,1898.5182255844231,228021051988.9896,12499005108.482542
2023-11-08,1887.315321843377,226838264619.02615,16015418080.253284
2023-11-09,1891.491779137154,227339109898.11093,11363875212.379084
2023-11-10,2128.6095039438637,255606798758.6788,43401498655.145584
2023-11-11,2078.853466304058,250188481452.51236,25647329729.074715
2023-11-12,2052.994586063755,246828307403.76892,14070951950.662403
2023-11-13,2046.0870799735533,246086372437.43423,9202824690.86152
2023-11-14,2060.5328561356905,248110456054.52948,21731324925.731487
2023-11-15,1980.5154306252412,238322049371.8137,21308023194.014256
2023-11-16,2061.635532253063,247252247163.20584,22504704552.247604
2023-11-17,1962.243839589886,235765269163.39795,23688548271.260708
2023-11-18,1956.5174321166123,235552986140.5357,21074972017.71192
2023-11-19,1962.6305661102024,236086751710.85895,13274234821.204763
2023-11-20,2011.1267210635333,242034207822.1622,11281190664.855837
2023-11-21,2022.3881475372507,243006229904.03052,16799253254.276203
2023-11-22,1940.4448103653,233744228838.17505,20758981846.62923
2023-11-23,2065.9414413104028,248555178589.6872,25168416335.34777
2023-11-24,2062.269551857858,247876188093.7795,13614279337.488348
2023-11-25,2080.8517575183496,250091072371.2108,20665503027.73338
2023-11-26,2085.426621540017,250789193104.9349,6530490765.972065
2023-11-27,2064.0742181655314,248377596959.2049,12075707002.739227
2023-11-28,2030.000505811856,243720423942.89383,19226881871.14826
2023-11-29,2048.535256652576,246262800348.0733,16424574534.70982
2023-11-30,2025.9373276989,244001473817.2662,13099062740.857197
2023-12-01,2051.7567179447,246848217845.1464,11625915810.90232
2023-12-02,2085.71236132094,250640652575.9316,19913080652.27421
2023-12-03,2165.297880951399,260240551667.01883,14460351398.390474
2023-12-04,2190.7040403697074,263980793708.9081,13166580462.9591
2023-12-05,2242.961542677477,269584983992.8464,30345337042.00411
2023-12-06,2294.0951698534136,275703016277.70374,28729334531.59492
2023-12-07,2232.0254402104606,268795534917.09488,21223942410.36482
2023-12-08,2354.386930946088,283213143190.7205,25387351572.19284
2023-12-09,2359.889056483325,283054038646.35785,20568283522.94774
2023-12-10,2341.07248115182,281067496144.66614,15387242081.073635
2023-12-11,2352.098728488917,282723216106.4694,10817893038.042538
2023-12-12,2222.346838400032,267009290987.55844,18600214563.342213
2023-12-13,2200.3337161808727,264706953102.87967,11775411206.200735
2023-12-14,2260.8823525751127,271717710927.8944,17312498671.815353
2023-12-15,2317.465074373697,278468385078.2856,18515638424.0283
2023-12-16,2219.9516178764084,267126085639.7962,15188397489.44516
2023-12-17,2227.936447135476,267401843617.0704,8454757543.524233
2023-12-18,2199.540121188385,264433892856.22263,8867828029.60357
2023-12-19,2216.929013563485,266320508900.2563,14071140889.309969
2023-12-20,2176.839412657436,261622480885.4028,15258004716.30936
2023-12-21,2198.421404460542,264119934496.6169,19155737312.5646
2023-12-22,2236.186961753279,268661930922.998,19466743544.995804
2023-12-23,2327.048962711535,279870641392.9921,23783915985.97625
2023-12-24,2310.955662998272,278079278701.17706,9758407679.07541
2023-12-25,2264.911143671657,272522653481.91705,12635088285.645493
2023-12-26,2273.632612114653,273465660867.21103,11373112598.880953
2023-12-27,2230.8761843957795,268089393468.35117,15654849177.200323
2023-12-28,2376.771249284193,285529301721.8697,25167308054.85203
2023-12-29,2345.2607087446872,282759891474.44507,21940267876.989635
2023-12-30,2299.52620727526,275996795853.5979,18135119123.505463
2023-12-31,2294.3440063451,275712397143.1602,13896242967.902512
2024-01-01,2279.941008568961,274292310008.218,6715146404.608721
2024-01-02,2350.026286008509,282101525979.4972,9173151405.888998
2024-01-03,2360.7821195890947,282763246110.9591,20590257636.09842
2024-01-04,2211.1708278638766,265547288684.8233,34451776444.05685
2024-01-05,2270.977439333732,273109328387.3609,18341104523.019344
2024-01-06,2267.087035484658,271936377917.22253,18739484389.94619
2024-01-07,2241.5108270042424,269489631471.8874,8619189687.821476
2024-01-08,2220.151561688879,266240104433.8105,10135753412.671106
2024-01-09,2331.6603294356382,280315688401.5355,26223624729.10309
2024-01-10,2341.160624264102,281144258787.4874,21533561122.854744
2024-01-11,2588.769163919145,310821894359.1542,44008144956.97653
2024-01-12,2618.329861896492,315246203688.67664,40605826834.77032
2024-01-13,2524.5016938912413,302053601477.7291,46082131081.854485
2024-01-14,2575.9247354333543,309464480794.1958,23318906536.949352
2024-01-15,2477.9374784307734,298600912656.6915,16820089427.876768
2024-01-16,2515.3199803936955,302747945005.6386,13348139613.156063
2024-01-17,2589.4826316304293,311194334965.7176,18488915209.86314
2024-01-18,2528.3287854519394,303773198603.9342,17068418335.9985
2024-01-19,2467.3289785137254,296559270703.1602,15098459635.774988
2024-01-20,2489.6180646533794,299282759814.2279,13514569417.235489
2024-01-21,2470.2636151036777,296860256191.2496,4996301224.731121
2024-01-22,2454.909543339834,295225509771.24744,4334792607.360363
2024-01-23,2307.5870034987734,277803770131.5404,15106296459.023476
2024-01-24,2241.942776155338,269197026588.32983,17683786156.38525
2024-01-25,2236.7393130974074,268773564276.82663,10625253854.769924
2024-01-26,2219.6145274459245,266831912453.99655,9966399827.608324
2024-01-27,2268.8707315074744,272427889718.48172,10737037817.034204
2024-01-28,2267.907851752534,272538684736.3818,4896940248.153276
2024-01-29,2257.054464645605,271358148811.4852,6994793950.05812
2024-01-30,2314.59472753004,278333996261.6204,8669925102.933998
2024-01-31,2344.001400019654,281132447253.58405,11126446197.799234
2024-02-01,2282.485867015841,274484617898.52283,11853310774.419683
2024-02-02,2301.737299308667,276594158634.78186,9678169139.51159
2024-02-03,2307.4329984830933,277280144884.45764,7666446064.332116
2024-02-04,2294.715924804408,275659236415.4575,4685406125.507428
2024-02-05,2290.084492877089,275036393714.7881,5694619446.57298
2024-02-06,2298.669906674278,276235426059.15094,7987582984.021008
2024-02-07,2372.760878734525,285135262492.3447,10525807971.402328
2024-02-08,2424.073040465209,291577099200.45905,10632263734.878746
2024-02-09,2420.9685614791365,291262614487.10425,11000404082.586426
2024-02-10,2487.8508971967804,299195541764.75714,15268873489.395958
2024-02-11,2499.4921841564314,300386801746.0373,6350552320.643601
2024-02-12,2505.076808453919,300920593632.2626,7498249910.857773
2024-02-13,2657.990407976775,318954602301.2163,15004272817.756506
2024-02-14,2641.5360974921623,317202178157.9689,20206467469.25591
2024-02-15,2780.372974906562,334517950729.3397,23414613028.17406
2024-02-16,2826.821475855177,339786694521.5841,25584981558.624416
2024-02-17,2807.3717030539606,337473828365.6669,16920199808.88798
2024-02-18,2788.561332499608,335189522076.6866,18359069390.21388
2024-02-19,2874.945276040071,345342293610.9262,24082010034.68869
2024-02-20,2943.723084777655,353799552082.8669,16450190201.022863
2024-02-21,3015.438952062055,362259530911.22736,22509955315.75328
2024-02-22,2977.0820166829903,358396919523.1304,20964306604.965725
2024-02-23,2974.1315861319918,357231363983.11096,20347103477.61334
2024-02-24,2926.2859129063518,351923786349.8605,14754511206.054205
2024-02-25,2988.317384063568,358958857165.6327,11389585546.195946
2024-02-26,3113.4082982877167,374096903874.8583,15776617346.687586
2024-02-27,3173.62994683714,381265474877.3842,20165329047.545666
2024-02-28,3242.0476538223666,389432101336.1533,23696521431.11392
2024-02-29,3380.8039555421246,404949329424.75433,36665804472.19711
2024-03-01,3347.690472423345,403025040377.09424,31202875938.14032
2024-03-02,3431.75199772032,413003335539.6049,18691101659.270218
2024-03-03,3421.89214692414,411127183431.9037,13440796396.989847
2024-03-04,3487.190931866777,418233465071.6696,15521857774.32606
2024-03-05,3634.311067557102,436264151585.7691,30343202732.344658
2024-03-06,3581.5348849085663,430091528234.3316,48669816283.38956
2024-03-07,3822.365818156151,458288266056.3264,39700333919.05692
2024-03-08,3861.900999013773,464203366204.0903,25205795146.622765
2024-03-09,3893.613884196704,467263068859.23145,27874421858.85126
2024-03-10,3916.041187699099,470299637817.7936,12069974984.534365
2024-03-11,3887.473104733291,466687383451.4314,17287014475.12306
2024-03-12,4070.6040749869994,488931556413.2426,32017734619.898235
2024-03-13,3978.685771378112,477282030875.5,29816123516.352203
2024-03-14,4007.9121260756656,480989408310.4244,24518272534.97694
2024-03-15,3879.038366642958,465517630856.3542,27637220056.20402
2024-03-16,3738.381184462065,449221029692.6131,38514576896.82427
2024-03-17,3514.222472178163,422006707853.2583,20314832749.48201
2024-03-18,3643.280347379834,437397993876.3647,22282396647.17685
2024-03-19,3525.893640670024,423582810891.4091,24255010456.17668
2024-03-20,3171.293836639821,381561860658.1416,37133280150.8351
2024-03-21,3515.6884318548646,422699933046.073,42295137774.34776
2024-03-22,3493.4304387798707,419250201097.8779,24617005638.07842
2024-03-23,3322.891277320318,398004903397.5174,22143063329.60288
2024-03-24,3353.371241538487,402787267255.3501,13554704159.635406
2024-03-25,3454.257071389558,415227254119.21,12747604656.722906
2024-03-26,3588.493402189288,429834400084.3752,19900586068.611336
2024-03-27,3591.5485279028403,430639202176.3594,20094722140.101074
2024-03-28,3505.2181161826984,419542828392.9917,20203376602.227142
2024-03-29,3560.26151146781,427723174069.2191,17254415551.733036
2024-03-30,3516.096057627979,422181197071.7956,13632549894.688292
2024-03-31,3507.6606559474685,420903294887.9552,10414010868.767834
2024-04-01,3644.767598784896,437709753307.89496,10412761139.068478
2024-04-02,3508.2477201085417,421860021837.67065,17482844811.257694
2024-04-03,3274.901203544406,393781420276.9656,23868370966.89369
2024-04-04,3316.6829546775257,398415781571.0026,16747190219.448904
2024-04-05,3332.089836615912,399925086690.5432,14937774084.622332
2024-04-06,3320.281588983444,399471237820.5192,16263669860.819763
2024-04-07,3362.838907503287,403433979836.3418,8771021395.59551
2024-04-08,3453.4361261792887,414896585077.9774,9023927898.393978
2024-04-09,3695.239391141908,443574943819.1214,17999535003.639297
2024-04-10,3503.6535996841044,421250062703.5877,18894649449.12416
2024-04-11,3539.7630640649413,425100745638.6984,18116500905.294914
2024-04-12,3508.578498448644,421184318805.19366,14665003517.99341
2024-04-13,3245.5005926983195,389342347417.11646,20300936214.359665
2024-04-14,3022.0057852476043,363676686678.5162,30855880984.66004
2024-04-15,3157.683765827796,379419782687.94165,26426482425.143723
2024-04-16,3101.190735674771,372249695864.1781,23408068977.225063
2024-04-17,3083.7060147660677,370234131392.0656,19716139064.53935
2024-04-18,2982.6157347098,358157898515.81726,18555883608.901867
2024-04-19,3064.911592229428,368394773234.49,15776619346.387112
2024-04-20,3065.682561565907,368924952677.7875,21398170387.2802
2024-04-21,3152.1915066519477,378601475454.5042,9245604715.543312
2024-04-22,3147.13775429932,377835271557.1954,9264213264.253492
2024-04-23,3199.769589894069,384466906716.16833,12101339610.34102
2024-04-24,3218.9672686428075,392775107740.5133,11111254140.889095
2024-04-25,3138.814357009402,383068563917.3423,14931662515.529316
2024-04-26,3157.6193174815944,385360500023.0152,14827151368.90256
2024-04-27,3131.419219740052,381832436730.7926,11150981612.611172
2024-04-28,3259.2522227654413,397162781507.14,12739849720.355131
2024-04-29,3259.503404256033,398637824441.876,10786187404.455635
2024-04-30,3213.6890004948136,392350038771.6116,15480798749.513744
2024-05-01,3018.549635877818,368786372970.944,19251155949.751816
2024-05-02,2976.0902075157046,364276973974.7534,22064350438.40904
2024-05-03,2988.5486490452654,358796765165.93835,14175880226.413488
2024-05-04,3102.1512923656555,373187731785.7064,13929437694.673723
2024-05-05,3115.0233215730136,374188248701.176,8430889402.258022
2024-05-06,3136.57511039041,376477227799.9195,8027546635.921553
2024-05-07,3064.5913995603364,368312963227.33984,13196102657.36935
2024-05-08,3015.159769616685,362686607634.315,11727252097.462042
2024-05-09,2975.72696606529,357038251698.12964,10555086522.407984
2024-05-10,3038.3447046668207,364426702625.022,10961137747.243967
2024-05-11,2910.684500017475,349622946794.7746,12185177562.18238
2024-05-12,2908.9827849031903,349391330491.6799,6479337783.261837
2024-05-13,2931.3106669139133,352120009302.884,5237992152.442184
2024-05-14,2948.303455265941,354155572145.7024,13930280821.074911
2024-05-15,2881.7959916152945,346305956691.41315,11258734172.441973
2024-05-16,3035.758955126304,365225903815.16327,13809709402.13564
2024-05-17,2943.5851283842208,353501038738.847,11039599517.596855
2024-05-18,3095.9968442929658,371220670629.6318,13846325669.567375
2024-05-19,3120.5493782541066,375206332441.6955,8357435200.282594
2024-05-20,3071.324418093757,368598090418.054,6983633593.912785
2024-05-21,3656.390090299324,439830728213.1206,27159496889.816044
2024-05-22,3792.486220211773,455765526085.7925,37370060267.60153
2024-05-23,3741.897740560911,449694006822.5555,24114510372.012997
2024-05-24,3766.398091341944,451934122188.91656,46761576029.50909
2024-05-25,3727.065981583209,447600344544.24176,20715688665.95576
2024-05-26,3750.077159389676,450038598582.0329,8464533427.424917
2024-05-27,3825.277957577714,459504483187.0394,10540798421.159782
2024-05-28,3893.3921058941055,467614044547.03687,15290249260.872211
2024-05-29,3840.68886040005,462070810453.6889,18146426007.646515
2024-05-30,3765.30255677808,452762636814.4171,15290595277.792278
2024-05-31,3748.63915233346,450215609802.7726,13659082592.12581
2024-06-01,3761.0692456476336,452758719430.444,12068376838.694778
2024-06-02,3813.452441559934,457995091024.9556,7216291113.118156
2024-06-03,3780.7119847349145,454304865087.93256,9915137834.269558
2024-06-04,3766.6376499412618,452084974218.36816,12609351903.623407
2024-06-05,3814.932030146498,458132490211.608,11652766019.496792
2024-06-06,3871.0820906216727,464211497547.6711,12871943841.967451
2024-06-07,3812.701856549199,458058824868.5632,11650774701.467745
2024-06-08,3679.3766523741774,442056588562.9977,16199024684.298843
2024-06-09,3683.025380134649,442391279529.5943,7575768941.686513
2024-06-10,3705.8998844045504,445276601430.4424,6301031436.913941
2024-06-11,3666.82766472582,440506095151.8904,8786880926.53714
2024-06-12,3498.55595422158,420251663393.7583,19621933421.92237
2024-06-13,3559.4475336257624,427834174694.1308,16798065224.846418
2024-06-14,3465.316584199481,417151499335.3688,14257587847.282925
2024-06-15,3478.7748349889234,418279823088.9498,14164619768.518375
2024-06-16,3565.1232591862595,428318893969.5867,12060524631.965351
2024-06-17,3618.508652976102,434773902047.7907,8663362158.145231
2024-06-18,3510.358693528904,421162133590.2396,17226962124.000225
2024-06-19,3480.4713384276088,424951660073.25385,21649791273.213665
2024-06-20,3555.9658395535403,434492651441.0919,15091044746.84232
2024-06-21,3511.28482815368,429570574514.96106,15933137676.283852
2024-06-22,3516.88098000528,430070452526.121,16100418805.143234
2024-06-23,3494.7985621731755,427271533995.0296,6342881010.269747
2024-06-24,3417.797137297825,418002114768.76056,8947881396.036127
2024-06-25,3357.1006400727606,402843439308.6059,23589084207.47341
2024-06-26,3395.304687339692,407935619100.4282,11981602845.529749
2024-06-27,3365.9446697083863,404420889593.2137,10009281218.932026
2024-06-28,3442.910158110125,413911406152.8098,11076955211.87956
2024-06-29,3374.605130306792,405590219265.0095,10962843305.829046
2024-06-30,3371.278227967461,405186539487.579,5551997884.52149
2024-07-01,3435.3183276337395,412683392973.9106,7498532249.327012
2024-07-02,3438.009078999906,413087026853.5596,11834316021.632442
2024-07-03,3417.8984255478363,410850514007.5913,8478511086.945243
2024-07-04,3295.808464429979,395971730267.60034,15473856746.245096
2024-07-05,3069.0434008340803,369571668593.03217,19209988737.68869
2024-07-06,2984.398102498264,358878418412.549,31755421068.593773
2024-07-07,3066.247437954064,368279414918.9943,9871087552.273798
2024-07-08,2928.6012310061665,350977454882.58325,10243406181.924892
2024-07-09,3016.0833537946064,362836336467.4191,20819810746.374283
2024-07-10,3064.0923605197886,368733224976.19775,14902982165.592142
2024-07-11,3099.7101861313545,372867773189.4008,14523237728.597153
2024-07-12,3102.0902302291074,372384838887.21234,14058546522.739754
2024-07-13,3132.980838609695,376300269815.6458,12435435678.40964
2024-07-14,3173.5042341380185,381711250543.1549,7830621980.637015
2024-07-15,3252.654184707363,391583812600.5758,9867236520.521011
2024-07-16,3488.538758027717,419316550609.6248,18368344859.43064
2024-07-17,3446.7658893041003,414703698412.0949,21040427365.58812
2024-07-18,3389.441287038116,407908628077.6722,16978839263.794697
2024-07-19,3428.5520187667257,412233122047.3164,14884776298.264118
2024-07-20,3505.222536388452,421392010127.0308,17784761899.551624
2024-07-21,3522.8013028122487,423550664963.5061,9427844289.70798
2024-07-22,3533.118349531153,424780865928.9678,13378492000.408422
2024-07-23,3443.073350817144,413961610216.0809,18304154013.68757
2024-07-24,3482.9837705931927,418879212976.8973,25079221799.23048
2024-07-25,3336.380253038244,401152738546.7264,15765758234.562634
2024-07-26,3173.7633983274727,381782355331.5728,25890826733.28285
2024-07-27,3278.1869575279507,394189879099.2592,15169277359.834238
2024-07-28,3254.611672582785,391424161950.5181,14496971021.239912
2024-07-29,3272.8501306701373,393579006059.7797,7818233563.235541
2024-07-30,3316.942188773212,399239444647.5382,18452148650.905613
2024-07-31,3276.981779516743,393942961780.88654,13805865977.524103
2024-08-01,3233.076804863122,388633791826.8701,16143420325.47769
2024-08-02,3204.2465237463616,385340171208.7556,17786413332.129932
2024-08-03,2983.300976694291,358543505038.73834,18785849199.903355
2024-08-04,2906.7150241765007,349395441871.3061,17701956694.58319
2024-08-05,2682.4373928187924,323403607818.7498,22171247833.139385
2024-08-06,2415.6311394312143,291245061884.5607,73571034926.63428
2024-08-07,2455.51137665051,295168597349.07764,27613148149.79636
2024-08-08,2341.590346028249,282098261495.40393,24968091142.09198
2024-08-09,2685.012750687489,322827381254.3183,24290512619.839317
2024-08-10,2602.184071276188,312353537574.9063,18077335701.97768
2024-08-11,2608.0357436286963,313697482213.2365,8849019546.648287
2024-08-12,2558.790870730736,307740266021.366,12624674028.077477
2024-08-13,2726.777988551933,328070186437.41003,22670968464.84676
2024-08-14,2703.550558764125,325002180894.27686,16366799383.61909
2024-08-15,2662.780395092489,320231285058.06165,15887432311.728333
2024-08-16,2569.8604812159274,309002097789.9878,15498476343.410463
2024-08-17,2592.249006212312,311786461030.4448,12841847017.271076
2024-08-18,2613.139261446099,314212508914.4149,5483825246.098839
2024-08-19,2614.601280626372,314682052511.7037,8617702421.12827
2024-08-20,2640.5904207330605,317616756579.9527,11730843561.162949
2024-08-21,2575.643435503567,309867213669.31934,12823659998.035198
2024-08-22,2630.2988017642488,316360729845.1586,11246256658.90509
2024-08-23,2623.289171364539,315630604929.4857,10277172867.663338
2024-08-24,2763.2554073640704,332181161792.2442,17876365362.452858
2024-08-25,2767.840733546234,332950073030.8183,11990449014.147696
2024-08-26,2745.164671605207,330332547375.3104,8312216650.941433
2024-08-27,2683.0801154902983,322816645099.5817,11486270160.014795
2024-08-28,2457.2773517547434,295636169778.93835,17505948780.2572
2024-08-29,2527.0269814017706,303958449107.31573,21234602056.030582
2024-08-30,2526.738355300341,304106394048.1237,13272715023.256617
2024-08-31,2527.690204915795,304009556580.61725,15607580785.925385
2024-09-01,2513.3643501004462,302383496015.1365,6105765553.728281
2024-09-02,2430.0202661439344,292436067877.0585,11229587557.968822
2024-09-03,2534.9048168403706,304838837601.64795,12130504179.053217
2024-09-04,2437.1471557556497,293818299349.5953,9565142020.243555
2024-09-05,2448.30785784089,294329412026.3932,16639700582.521397
2024-09-06,2367.7700509506026,284989115168.67084,11060190870.627691
2024-09-07,2223.780428382685,267574522057.00296,26087934661.284035
2024-09-08,2272.6972849951912,273350308345.93225,10405191111.340616
2024-09-09,2296.4029520764498,276344419515.7602,9844980386.825493
2024-09-10,2359.565766831627,284026097136.9972,15874675673.552357
2024-09-11,2389.4740111256497,287422889605.8082,12508388687.122389
2024-09-12,2342.9639236941434,282041230807.9828,14692963988.99108
2024-09-13,2362.300238174588,284255194234.77527,11610780893.077024
2024-09-14,2445.08621032297,294131761890.3451,13122792869.978855
2024-09-15,2418.0828083179904,290912717943.81995,7248493705.268602
2024-09-16,2322.6433317480564,279257769574.61383,9361948332.945747
2024-09-17,2295.1348386540835,276339513490.21936,16629103878.54157
2024-09-18,2341.0924132597524,281704536557.3961,14449511265.93516
2024-09-19,2361.960992100706,283874122378.3681,17524561761.811428
2024-09-20,2465.2347833172967,296680606397.51587,17820089225.37694
2024-09-21,2557.6218555442515,307586864690.1545,18498405459.395584
2024-09-22,2614.599604753501,315153052833.9301,9276102854.53634
2024-09-23,2582.847683741262,310840922229.8413,12759588941.97967
2024-09-24,2647.993162203325,318666137823.1156,19740370943.835594
2024-09-25,2653.844345308008,319524635350.52515,16584773336.25631
2024-09-26,2578.566359563475,309875035203.6359,14003678832.756737
2024-09-27,2630.94983700893,316828988137.27673,16686162392.966532
2024-09-28,2698.192821234604,324681649929.6723,16468123574.12263
2024-09-29,2680.218702062471,322761939149.4107,9607072594.439384
2024-09-30,2659.611211611689,320146112155.9396,9570811494.068226
2024-10-01,2597.3411516834435,312577514239.3695,17539259209.42195
2024-10-02,2451.631522589772,295243912099.71765,26538568534.282005
2024-10-03,2365.231040243019,284621591999.18945,20613586399.40693
2024-10-04,2348.0048369247397,282601960212.3656,18771995105.19124
2024-10-05,2416.918405555264,290928251441.44226,15230883994.399237
2024-10-06,2415.4038137445546,290706276902.6144,7362867897.959902
2024-10-07,2438.030912544012,293516242471.9333,7641011283.520121
2024-10-08,2422.7506412955013,291612805733.03143,16943828822.371426
2024-10-09,2441.465169620029,294190554781.40424,13601054198.545612
2024-10-10,2367.615096789395,285084590935.4484,14384326799.317202
2024-10-11,2381.7817088014776,286552629874.8065,14686776834.298496
2024-10-12,2435.713784369216,293162664953.97815,13097241431.234644
2024-10-13,2477.6130275578225,298282533565.2097,8538997411.470292
2024-10-14,2466.8607267086663,296977636559.92773,7516544091.44527
2024-10-15,2628.504376157751,316451494816.54065,21502937840.286705
2024-10-16,2602.0760435960988,313216116600.22363,21986428173.14599
